0,11800
1,4500
2,4466
3,9106
4,2124
5,3576
6,3330
7,6767
8,5293
9,7004
10,1400
11,2965
12,5246
13,2311
14,6359
15,1630
16,11776
17,4948
18,4160
19,4760
20,6586
21,1398
22,4524
23,1303
24,2337
25,7562
26,7241
27,2114
28,8662
29,7604
30,4321
31,8806
32,4645
33,3525
34,3528
35,3138
36,3095
37,3530
38,4179
39,2841
40,2033
41,2487
42,4597
43,2463
44,4176
45,5560
46,6032
47,4418
48,2598
49,3769
50,2317
51,4794
52,3299
53,2495
54,1736
55,4641
56,2568
57,6296
58,783
59,4903
60,1095
61,2768
62,2430
63,2629
64,4721
65,12002
66,6870
67,1423
68,8776
69,2141
70,1020
71,1387
72,7458
73,1151
74,4858
75,992
76,1962
77,6560
78,2892
79,6849
80,3118
81,4496
82,4410
83,34
84,1326
85,5764
86,1959
87,2846
88,6135
89,4570
90,1474
91,2491
92,4227
93,2143
94,9742
95,10867
96,13752
97,143
98,8297
99,3428
100,3292
101,5181
102,3984
103,1470
104,583
105,1725
106,2278
107,2268
108,3631
109,1514
110,1791
111,4040
112,927
113,5494
114,5608
115,2961
116,4853
117,3624
118,4369
119,7359
120,1810
121,1971
122,4021
123,3096
124,5295
125,3443
126,4755
127,9427
128,2129
129,6525
130,1750
131,510
132,1431
133,2320
134,3224
135,549
136,1171
137,1880
138,1151
139,2028
140,1891
141,199
142,874
143,954
144,843
145,2759
146,1808
147,1092
148,2142
149,2482
150,3114
151,841
152,1603
153,3972
154,1922
155,627
156,1895
157,1921
158,4518
159,5265
160,3106
161,1277
162,331
163,2811
164,767
165,1533
166,3025
167,434
168,433
169,7047
170,862
171,790
172,2553
173,373
174,3021
175,1000
176,6396
177,1074
178,2051
179,1346
180,2888
181,3145
182,5880
183,6495
184,1519
185,2322
186,1564
187,451
188,2093
189,2350
190,2061
191,5877
192,694
193,2532
194,542
195,1851
196,1918
197,7006
198,1260
199,6985
200,5584
201,2704
202,978
203,3506
204,2438
205,3886
206,2233
207,1710
208,510
209,2651
210,1418
211,1386
212,2392
213,1928
214,597
215,2589
216,5797
217,1712
218,2341
219,914
220,5080
221,613
222,3439
223,1570
224,2342
225,354
226,223
227,1547
228,4800
229,4116
230,3992
231,5996
232,4053
233,4432
234,2399
235,471
236,341
237,1523
238,2636
239,5751
240,428
241,963
242,2278
243,2862
244,2968
245,925
246,1099
247,2124
248,2965
249,3829
250,1489
251,621
252,1251
253,2397
254,1179
255,389
256,1998
257,2692
258,695
259,434
260,2303
261,2089
262,8705
263,672
264,447
265,366
266,3793
267,1157
268,959
269,1247
270,7268
271,1770
272,16
273,1485
274,5439
275,2608
276,5815
277,3855
278,1243
279,4185
280,1344
281,1502
282,1116
283,954
284,1060
285,1383
286,543
287,10099
288,1129
289,1490
290,2896
291,1926
292,967
293,572
294,1121
295,1699
296,482
297,2281
298,6571
299,1498
300,1560
301,2977
302,703
303,808
304,1680
305,948
306,381
307,1795
308,783
309,338
310,1276
311,142
312,717
313,604
314,73
315,2206
316,1910
317,187
318,601
319,334
320,1811
321,578
322,3885
323,426
324,858
325,2672
326,2374
327,1065
328,6122
329,8064
330,7487
331,957
332,2192
333,2295
334,2077
335,4347
336,572
337,3493
338,106
339,5152
340,136
341,2010
342,4412
343,3806
344,1165
345,1054
346,488
347,1747
348,2271
349,3144
350,1232
351,4339
352,2008
353,1667
354,2434
355,2066
356,5766
357,621
358,1224
359,428
360,1173
361,1048
362,2513
363,1974
364,466
365,1308
366,634
367,392
368,1648
369,1418
370,3235
371,302
372,579
373,369
374,2166
375,963
376,376
377,290
378,264
379,650
380,616
381,50
382,216
383,950
384,3218
385,1410
386,2825
387,840
388,3783
389,924
390,2566
391,1449
392,1345
393,313
394,932
395,1225
396,1240
397,360
398,1999
399,656
400,4663
401,999
402,514
403,712
404,652
405,1705
406,333
407,1147
408,427
409,85
410,1114
411,2126
412,516
413,332
414,820
415,1940
416,2104
417,226
418,119
419,1799
420,1527
421,2023
422,595
423,3012
424,2926
425,2631
426,9455
427,3739
428,1673
429,1074
430,1314
431,288
432,855
433,1526
434,785
435,484
436,1155
437,1051
438,410
439,6336
440,331
441,1333
442,1583
443,901
444,1077
445,1543
446,1270
447,1018
448,533
449,2164
450,695
451,369
452,1288
453,550
454,1043
455,431
456,3946
457,332
458,220
459,831
460,498
461,388
462,393
463,1
464,1497
465,292
466,631
467,208
468,932
469,893
470,577
471,438
472,818
473,1509
474,47
475,349
476,1195
477,189
478,378
479,133
480,255
481,297
482,165
483,318
484,299
485,305
486,1316
487,267
488,639
489,111
490,111
491,1267
492,9
493,3009
494,5376
495,1030
496,915
497,1115
498,318
499,604
500,2028
501,756
502,359
503,87
504,3462
505,1155
506,4637
507,3260
508,2487
509,3237
510,2071
511,4097
512,2528
513,1456
514,2951
515,2105
516,709
517,183
518,318
