0,11800
1,4500
2,4466
3,9106
4,2124
5,3576
6,3330
7,6767
8,5293
9,7004
10,1400
11,2965
12,5246
13,2311
14,6359
15,1630
16,11776
17,4948
18,4160
19,4760
20,6586
21,1398
22,4524
23,1303
24,2337
25,7562
26,7241
27,2114
28,8662
29,7604
30,4321
31,8806
32,4645
33,3525
34,3528
35,3138
36,3095
37,3530
38,4179
39,2841
40,2033
41,2487
42,4597
43,2463
44,4176
45,5560
46,6032
47,4418
48,2598
49,3769
50,2317
51,4794
52,3299
53,2495
54,1736
55,4641
56,2568
57,6296
58,783
59,4903
60,1095
61,2768
62,2430
63,2629
64,4721
65,12002
66,6870
67,1423
68,8776
69,2141
70,1020
71,1387
72,7458
73,1151
74,4858
75,992
76,1962
77,6560
78,2892
79,6849
80,3118
81,4496
82,4410
83,34
84,1326
85,5764
86,1959
87,2846
88,6135
89,4570
90,1474
91,2491
92,4227
93,2143
94,9742
95,10867
96,13752
97,8297
98,3428
99,3292
100,5181
101,3984
102,1470
103,583
104,1725
105,2278
106,2268
107,3631
108,1514
109,1791
110,4040
111,927
112,5494
113,5608
114,2961
115,4853
116,3624
117,4369
118,7359
119,1810
120,1971
121,4021
122,3096
123,5295
124,3443
125,4755
126,9427
127,2129
128,6525
129,1750
130,510
131,1431
132,2320
133,3224
134,549
135,1171
136,1880
137,1151
138,2028
139,1891
140,199
141,874
142,954
143,843
144,2759
145,1808
146,1092
147,2142
148,2482
149,3114
150,841
151,1603
152,3972
153,1922
154,627
155,1895
156,1921
157,4518
158,5265
159,3106
160,1277
161,331
162,2811
163,767
164,1533
165,3025
166,434
167,433
168,7047
169,862
170,790
171,2553
172,373
173,3021
174,1000
175,6396
176,1074
177,2051
178,1346
179,2888
180,3145
181,5880
182,6495
183,1519
184,2322
185,1564
186,451
187,2093
188,2350
189,2061
190,5877
191,694
192,2532
193,542
194,1851
195,1918
196,7006
197,1260
198,6985
199,5584
200,2704
201,978
202,3506
203,2438
204,3886
205,2233
206,1710
207,510
208,2651
209,1418
210,1386
211,2392
212,1928
213,597
214,2589
215,5797
216,1712
217,2341
218,914
219,5080
220,613
221,3439
222,1570
223,2342
224,354
225,223
226,1547
227,4800
228,4116
229,3992
230,5996
231,4053
232,4432
233,2399
234,471
235,341
236,1523
237,2636
238,5751
239,428
240,963
241,2278
242,2862
243,2968
244,925
245,1099
246,2124
247,2965
248,3829
249,1489
250,621
251,1251
252,2397
253,1179
254,389
255,1998
256,2692
257,695
258,434
259,2303
260,2089
261,8705
262,672
263,447
264,366
265,3793
266,1157
267,959
268,1247
269,7268
270,1770
271,16
272,1485
273,5439
274,2608
275,5815
276,3855
277,1243
278,4185
279,1344
280,1502
281,1116
282,954
283,1060
284,1383
285,543
286,10099
287,1129
288,1490
289,2896
290,1926
291,967
292,572
293,1121
294,1699
295,482
296,2281
297,6571
298,1498
299,1560
300,2977
301,703
302,808
303,1680
304,948
305,381
306,1795
307,783
308,338
309,1276
310,142
311,717
312,604
313,73
314,2206
315,1910
316,601
317,334
318,1811
319,578
320,3885
321,426
322,858
323,2672
324,2374
325,1065
326,6122
327,8064
328,7487
329,957
330,2192
331,2295
332,2077
333,4347
334,572
335,3493
336,106
337,5152
338,136
339,2010
340,4412
341,3806
342,1165
343,1054
344,488
345,1747
346,2271
347,3144
348,1232
349,4339
350,2008
351,1667
352,2434
353,2066
354,5766
355,621
356,1224
357,428
358,1173
359,1048
360,2513
361,1974
362,466
363,1308
364,634
365,392
366,1648
367,1418
368,3235
369,302
370,579
371,369
372,2166
373,963
374,376
375,290
376,264
377,650
378,616
379,50
380,216
381,950
382,3218
383,1410
384,2825
385,840
386,3783
387,924
388,2566
389,1449
390,1345
391,313
392,932
393,1225
394,1240
395,360
396,1999
397,656
398,4663
399,999
400,514
401,712
402,652
403,1705
404,333
405,1147
406,427
407,85
408,1114
409,2126
410,516
411,332
412,820
413,1940
414,2104
415,226
416,119
417,1799
418,1527
419,2023
420,595
421,3012
422,2926
423,2631
424,9455
425,3739
426,1673
427,1074
428,1314
429,288
430,855
431,1526
432,785
433,484
434,1155
435,1051
436,410
437,6336
438,331
439,1333
440,1583
441,901
442,1077
443,1543
444,1270
445,1018
446,533
447,2164
448,695
449,369
450,1288
451,550
452,1043
453,431
454,3946
455,332
456,220
457,831
458,498
459,388
460,393
461,1
462,1497
463,292
464,631
465,208
466,932
467,893
468,577
469,438
470,818
471,1509
472,47
473,349
474,1195
475,189
476,378
477,133
478,255
479,297
480,165
481,318
482,299
483,305
484,1316
485,267
486,639
487,111
488,111
489,1267
490,9
491,3009
492,5376
493,1030
494,915
495,1115
496,318
497,604
498,2028
499,756
500,359
501,87
502,3462
503,1155
504,4637
505,3260
506,2487
507,3237
508,2071
509,4097
510,2528
511,1456
512,2951
513,2105
514,709
515,183
516,318
517,5487
518,1705
